"REGION","ZONA","NIS","PROVINCIA","PARTIDO","LOCALIDAD","CALLE","NUMERO","CPA_CALLE","CATEGORIA","DENOMINACION","TITULAR","CPA_SUCURSAL","DIVISION","CENTRO_DE_COSTO","CENTRO_DE_BENEFICIO","PUNTO_VENTA","TELEFONOS","HORARIOS" 
"OESTE","ZONA 1","M0076","MENDOZA","LAS HERAS","PUNTA DE VACAS","RUTA 7 S N","","M5553XAB","SUCURSAL","PUNTA DE VACAS","GUTIERREZ, JOSE SANTOS","M5553ZAA","H170","71013170","9131306170","MANUAL 1666","(02624) 42-0137 FAX: 42-0137","LUN A VIE 08.00 A 15.00" 
"OESTE","ZONA 2","M0078","MENDOZA","SAN RAFAEL","REAL DEL PADRE","SAN MARTIN","280","M5624BSF","SUCURSAL","REAL DEL PADRE","VELAZQUEZ, WALTER DUILIO","M5624ZAA","H174","71013174","9131315174","MANUAL 1667","(02625) 491131","LUN A VIE 08.00 A 13.00 / LUN A VIE 17.00 A 20.00" 
"OESTE","ZONA 1","M0080","MENDOZA","RIVADAVIA","RIVADAVIA","ARISTOBULO DEL VALLE","189","M5577AGC","SUCURSAL","RIVADAVIA","SORO, ADOLFO","M5577ZAA","H175","71013175","9131312175","MANUAL/AUTO 1668 - AUTO/AUTO 2763","(02634) 442280","LUN A VIE 08.00 A 13.00 / LUN A VIE 17.00 A 20.00" 
"OESTE","ZONA 1","M0082","MENDOZA","GUAYMALLEN","KILOMETRO 11","AV BANDERA DE LOS ANDES","10523","M5534EJE","SUCURSAL","RODEO  DE LA CRUZ","CASTILLO, MARTA MABEL","M5525ZAA","H176","71013176","9131303176","MANUAL 1669","(0261) 4910200","LUN A VIE 08.00 A 13.00 / LUN A VIE 17.00 A 20.00" 
"OESTE","ZONA 1","M0084","MENDOZA","MAIPU","RODEO DEL MEDIO","R PROV 50","4387","M5529ARS","SUCURSAL","RODEO DEL MEDIO","PAEZ, LAURA","M5529ZAB","H177","71013177","9131309177","MANUAL 1670","(0261) 4951863","LUN A VIE 08.00 A 13.00 / LUN A VIE 17.00 A 20.00" 
"OESTE","ZONA 2","M0088","MENDOZA","SAN CARLOS","SAN CARLOS","SAN MARTIN","169","M5512AYC","SUCURSAL","SAN CARLOS","BARROSO, RODOLFO RAUL","M5512ZAA","H181","71013181","9131313181","MANUAL 1671","(02622) 451025","LUN A VIE 08.00 A 13.00 / LUN A VIE 17.00 A 20.00" 
"OESTE","ZONA 1","M0090","MENDOZA","GUAYMALLEN","SAN JOSE","DR TOMAS GODOY CRUZ","1116","M5519CBB","SUCURSAL","SAN JOSE","FERNANDEZ, PAOLA","M5535ZAA","H182","71013182","9131303182","MANUAL 1672","(0261) 4453562/445-2730","LUN A VIE 08.00 A 13.00 / LUN A VIE 17.00 A 20.00" 
"OESTE","ZONA 2","M0092","MENDOZA","SAN RAFAEL","SAN RAFAEL","SAN LORENZO","69","M5600AGA","SUCURSAL","SAN RAFAEL","ANDRADA,ANA MARÍA","M5600ZAA","H183","71013183","9131315183","AUTO/AUTO 2568 - MANUAL/AUTO 1673","(02604) 421119","LUN A VIE 08.00 A 20.00" 
"OESTE","ZONA 1","M0094","MENDOZA","SANTA ROSA","SANTA ROSA","PTE GRAL JULIO A ROCA","269","M5596ALE","SUCURSAL","SANTA ROSA","CASTRO, JORGE ALBERTO","M5596ZAA","H184","71013184","9131316184","MANUAL 1674","(02634) 497013","LUN A VIE 08.00 A 13.00 / LUN A VIE 17.00 A 20.00" 
"OESTE","ZONA 2","M0096","MENDOZA","TUNUYAN","TUNUYAN","PTE H YRIGOYEN","721","M5560CEO","SUCURSAL","TUNUYAN","GONZALEZ, VALERIA IRIS","M5560ZAA","H188","71013188","9131317188","MANUAL 1675","(02622) 422040","LUN A VIE 08.00 A 13.00 / LUN A VIE 17.00 A 20.00" 
"OESTE","ZONA 2","M0098","MENDOZA","TUPUNGATO","TUPUNGATO","ALTE G BROWN","100","M5561AGB","SUCURSAL","TUPUNGATO","GARCIA, RAMIRO GUSTAVO","M5561ZAA","H189","71013189","9131318189","MANUAL 1676","(02622) 488169","LUN A VIE 08.00 A 13.00 / LUN A VIE 17.00 A 20.00" 
"OESTE","ZONA 1","M0100","MENDOZA","LAS HERAS","USPALLATA","R NAC 7","0","M5545AMA","SUCURSAL","USPALLATA","MONTAÑA, CÉSAR","M5545ZAA","H193","71013193","9131306193","MANUAL 1677","(02624) 420017","LUN A VIE 08.00 A 13.00 / LUN A VIE 17.00 A 20.00" 
"OESTE","ZONA 2","M0102","MENDOZA","MALARGUE","VALLE DE LAS LEÑAS","COMPLEJO TURÍSTICO LAS LEÑAS","","M5612XAA","AGENCIA","V. DE LAS LEÑAS","-","M5612ZAA","H195","71013195","9131310195","MANUAL 1678","","LUN A VIE 08.00 A 13.00" 
"OESTE","ZONA 2","M0106","MENDOZA","SAN RAFAEL","VILLA ATUEL","DOMINGO SARMIENTO","32","M5622AWB","SUCURSAL","VILLA ATUEL","ARTEAGA, JUAN JULIAN","M5622ZAA","H198","71013198","9131315198","MANUAL 1679","(02625) 470025","LUN A VIE 08.00 A 13.00 / LUN A VIE 17.00 A 20.00" 
"OESTE","ZONA 1","M0108","MENDOZA","JUNIN","JUNIN","DOMINGO SARMIENTO","93","M5573BWA","SUCURSAL","CDAD. DE JUNIN","GOMEZ, HUGO ALEJANDO","M5573ZAB","H199","71013199","9131304199","MANUAL 1680","(02634) 492030","LUN A VIE 08.00 A 13.00 / LUN A VIE 17.00 A 20.00" 
"OESTE","ZONA 1","M0112","MENDOZA","GUAYMALLEN","VILLA NUEVA","BANDERA DE LOS ANDES","4190","M5521AXF","SUCURSAL","VILLA NUEVA","MARTINEZ, BETINA LOURDES","M5521ZAA","H201","71013201","9131303201","MANUAL 1819","(0261) 4261544/421-7499","LUN A VIE 08.00 A 13.00 / LUN A VIE 17.00 A 20.00" 
"OESTE","ZONA 2","M0114","MENDOZA","TUNUYAN","VISTA FLORES","DR MARIANO MORENO","131","M5665BFC","SUCURSAL","VISTA FLORES","MORALES, ROQUE","M5665ZAA","H205","71013205","9131317205","MANUAL 1681","(02622) 492038","LUN A VIE 08.00 A 13.00 / LUN A VIE 17.00 A 20.00" 
"OESTE","ZONA 1","M1325","MENDOZA","LAVALLE","EL RETAMO","Nº 7 EL RETAMO- LAVALLE","","M5537XAD","ESTAFETA","Nº 7 EL RETAMO","SOSA, HECTOR DALMIRO","M5537ZAB","H010","71013010","9131311010","MANUAL 1692","(0261) NO POSEE","LUN A VIE 08.00 A 14.00" 
"OESTE","ZONA 2","M1326","MENDOZA","MALARGUE","EL MANZANO","RUTA 40 S/N","","M5611XAE","ESTAFETA","EL MANZANO","--","M5611ZAB","H159","71013159","9131310159","MANUAL 1691","","LUN A VIE 08.00 A 14.00" 
"OESTE","ZONA 1","M1378","MENDOZA","RIVADAVIA","LA LIBERTAD","R PROV 62","0","M5558ALA","ESTAFETA","LA LIBERTAD","-","M5558ZAA","H175","71013175","","MANUAL 1696","","LUN A VIE 08.00 A 14.00" 
"OESTE","ZONA 1","M1388","MENDOZA","LAS HERAS","ALGARROBAL ABAJO","EL BORBOLLON","","M5541XAB","ESTAFETA","EL BORBOLLON","-","M5666ZAA","H151","71013151","9131306151","MANUAL 1690","(0261) NO POSEE","LUN A VIE 08.00 A 14.00" 
"ESTE","ZONA 7","N0000","MISIONES","CAPITAL","POSADAS","GRAL SIMON BOLIVAR","2112","N3300AHT","SUCURSAL","POSADAS","ALEGRE, GUSTAVO ADOLFO","N3300ZAA","N010","71014010","9141456010","MANUAL/AUTO 1352 - AUTO/AUTO 2511","(03764) 423975","LUN A VIE 08.00 A 20.00" 
"ESTE","ZONA 7","N0002","MISIONES","25 DE MAYO","ALBA POSSE","GRAL SAN MARTIN","0","N3363ARA","SUCURSAL","ALBA POSSE","Drews,Vilson Armando","N3363ZAA","N101","71014101","9141401101","MANUAL 1353","(03755) 482012","LUN A VIE 08.00 A 14.00 / LUN A VIE 16.00 A 18.00" 
"ESTE","ZONA 7","N0004","MISIONES","APOSTOLES","APOSTOLES","AV SARMIENTO","334","N3350AOQ","SUCURSAL","APOSTOLES","Aguirre,Ramiro","N3350ZAA","N103","71014103","9141403103","MANUAL 1355","(03758) 422313/423670","LUN A VIE 08.00 A 13.00 / LUN A VIE 16.00 A 19.00" 
"ESTE","ZONA 7","N0006","MISIONES","CAINGUAS","ARISTOBULO DEL VALLE","AV DE LAS AMERICAS","877","N3364AIG","SUCURSAL","A. DEL VALLE","Santuchi,Victor O.M.","N3364ZAA","N104","71014104","9141404104","MANUAL 1356","(03755) 470118","LUN A VIE 08.00 A 13.00 / LUN A VIE 16.00 A 19.00" 
"ESTE","ZONA 7","N0008","MISIONES","APOSTOLES","AZARA","AV SARMIENTO","0","N3351ABD","SUCURSAL","AZARA","Cornejo Rivera,Miguel Angel","N3351ZAA","N105","71014105","9141406105","MANUAL 1357","(03758) 493001","LUN A VIE 08.00 A 13.00 / LUN A VIE 16.00 A 17.00" 
"ESTE","ZONA 7","N0010","MISIONES","GENERAL MANUEL BELGRANO","BERNARDO DE IRIGOYEN","LIBERTAD","0","N3366AUA","SUCURSAL","B. DE IRIGOYEN","Meza,Carlos Armando","N3366ZAA","N111","71014111","9141407111","MANUAL 1358","(03741) 420479","LUN A VIE 08.00 A 13.00 / LUN A VIE 16.00 A 19.00" 
"ESTE","ZONA 7","N0012","MISIONES","CANDELARIA","BONPLAND","CALLE 1","0","N3317ACA","SUCURSAL","BONPLAND","CACERES LUIS ANGEL","N3317ZAA","N112","71014112","9141408112","MANUAL 1359","(03764) 492004","LUN A VIE 08.00 A 13.00 / LUN A VIE 16.00 A 17.00" 
"ESTE","ZONA 7","N0014","MISIONES","CAINGUAS","CAMPO GRANDE","JUAN B ALBERDI","200","N3362APD","SUCURSAL","CAMPO GRANDE","TAZZI, NESTOR","N3362ZAA","N121","71014121","9141410121","MANUAL 1360","(03755) 499117","LUN A VIE 08.00 A 13.00 / LUN A VIE 16.00 A 17.00" 
"ESTE","ZONA 7","N0016","MISIONES","OBERA","CAMPO VIERA","AV DEL TE","376","N3375AAQ","SUCURSAL","CAMPO VIERA","Nuñez Feltan,Dora Ines","N3375ZAA","N122","71014122","9141412122","MANUAL 1361","(03755) 497309","LUN A VIE 08.00 A 13.00 / LUN A VIE 16.00 A 17.00" 
"ESTE","ZONA 7","N0018","MISIONES","CANDELARIA","CANDELARIA","CARLOS TARELLI","710","N3308BCP","SUCURSAL","CANDELARIA","Encina,Mauricio Sebastian","N3308ZAA","N123","71014123","9141413123","MANUAL 1362","(03764) 493131","LUN A VIE 08.00 A 14.00 / LUN A VIE 16.00 A 18.00" 
"ESTE","ZONA 7","N0020","MISIONES","LEANDRO N ALEM","CERRO AZUL","YAPEYU","584","N3313BQF","SUCURSAL","CERRO AZUL","Garcia,Lucia Del Carmen","N3313ZAA","N125","71014125","9141416125","MANUAL 1363","(03764) 494002","LUN A VIE 08.00 A 13.00 / LUN A VIE 16.00 A 17.00" 
"ESTE","ZONA 7","N0022","MISIONES","LIBERTADOR GRAL SAN MARTIN","CAPIOVI","DE LOS JESUITAS","254","N3332FWB","SUCURSAL","CAPIOVI","HUMERES, LUIS","N3332ZAA","N124","71014124","9141414124","MANUAL 1364","(03743) 493058","LUN A VIE 08.00 A 13.00 / LUN A VIE 16.00 A 19.00" 
"ESTE","ZONA 7","N0024","MISIONES","25 DE MAYO","25 DE MAYO","AV GRAL SAN MARTIN","0","N3379AEA","SUCURSAL","25 DE MAYO [AG. 1 ALBA POSSE]","ZAPPANI, MARGARITA","N3363ZAB","N240","71014240","9141475240","MANUAL 1542","(03755) 493201","LUN A VIE 08.00 A 14.00 / LUN A VIE 16.00 A 18.00" 
"ESTE","ZONA 7","N0026","MISIONES","IGUAZU","WANDA","LAS MARGARITAS","133","N3376CTA","SUCURSAL","COLONIA WANDA","MARTINEZ, CARLOS","N3376ZAA","N126","71014126","9141423126","MANUAL 1365","(03757) 470013","LUN A VIE 08.00 A 13.00 / LUN A VIE 16.00 A 19.00" 
"ESTE","ZONA 7","N0028","MISIONES","CONCEPCION","CONCEPCION DE LA SIERRA","AMBROSETTI","0","N3371BGA","SUCURSAL","CONCEPCION DE LA SIERRA","Morel,Geronimo","N3371ZAA","N127","71014127","9141425127","MANUAL 1366","(03758) 470033","LUN A VIE 08.00 A 13.00 / LUN A VIE 16.00 A 19.00" 
"ESTE","ZONA 7","N0030","MISIONES","SAN IGNACIO","CORPUS","AV CMTE ANDRES GUAYCURARI","0","N3327ADA","SUCURSAL","CORPUS","FREIBERGER, RENATO","N3327ZAA","N128","71014128","9141426128","MANUAL 1367","(03764) 495017","LUN A VIE 08.00 A 13.00 / LUN A VIE 15.00 A 16.00" 
"ESTE","ZONA 7","N0032","MISIONES","CAINGUAS","2 DE MAYO","9 DE JULIO","1000","N3337ABJ","SUCURSAL","DOS DE MAYO","Romero,Marcelo Alejandro","N3337ZAA","N131","71014131","9141428131","MANUAL 1368","(03755) 496060","LUN A VIE 08.00 A 13.00 / LUN A VIE 16.00 A 17.00" 
"ESTE","ZONA 7","N0034","MISIONES","ELDORADO","ELDORADO","AV GRAL SAN MARTIN","1690","N3382ABQ","SUCURSAL","EL DORADO","Benitez,Benito","N3380ZAA","N141","71014141","9141430141","AUTO/AUTO 2534 - MANUAL/AUTO 1369","(03751) 421399","LUN A VIE 08.00 A 13.00 / LUN A VIE 16.00 A 19.00" 
"ESTE","ZONA 7","N0038","MISIONES","GUARANI","EL SOBERBIO","AV PRES BERNARDINO RIVADAVIA","0","N3338ACA","SUCURSAL","EL SOBERBIO","MARTINEZ, SIXTO","N3338ZAA","N142","71014142","9141431142","MANUAL 1371","(03755) 495122","LUN A VIE 08.00 A 13.00 / LUN A VIE 16.00 A 19.00" 
"ESTE","ZONA 7","N0040","MISIONES","SAN IGNACIO","GOBERNADOR ROCA","AV DR MANUEL BELGRANO","1842","N3324AHS","SUCURSAL","GDOR. ROCA","Neris,Ruben","N3324ZAA","N151","71014151","9141440151","MANUAL 1375","(03764) 498030","LUN A VIE 08.00 A 13.00 / LUN A VIE 16.00 A 17.00" 
"ESTE","ZONA 7","N0042","MISIONES","IGUAZU","PUERTO IGUAZU","AV GRAL SAN MARTIN","384","N3370AVQ","SUCURSAL","IGUAZU","BAEZ, HÉCTOR ALCIDES","N3370ZAA","N161","71014161","9141458161","MANUAL/AUTO 1376 - AUTO/AUTO 2742","(03757) 420371","LUN A VIE 08.00 A 13.00 / LUN A VIE 16.00 A 19.00" 
"ESTE","ZONA 7","N0044","MISIONES","SAN JAVIER","ITACARUARE","AV SAN MARTIN","100","N3353ALN","SUCURSAL","ITACARUARE","SILVERO, JULIO CESAR","N3353ZAA","N162","71014162","9141443162","MANUAL 1377","(03754) 490108","LUN A VIE 08.00 A 13.00 / LUN A VIE 16.00 A 17.00" 
"ESTE","ZONA 7","N0046","MISIONES","SAN IGNACIO","JARDIN AMERICA","AV ARGENTINA","650","N3328EHN","SUCURSAL","JARDIN AMERICA","Britez, Juan Carlos","N3328ZAA","N171","71014171","9141444171","MANUAL 1378","(03743) 460155","LUN A VIE 08.00 A 13.00 / LUN A VIE 16.00 A 19.00" 
"ESTE","ZONA 7","N0048","MISIONES","LEANDRO N ALEM","LEANDRO N ALEM","AV GRAL MARTIN M GUEMES","1","N3315ATA","SUCURSAL","L. N. ALEM","Haureluk,Omar Orlando","N3315ZAA","N181","71014181","9141445181","MANUAL 1380","(03754) 420117","LUN A VIE 08.00 A 13.00 / LUN A VIE 16.00 A 19.00" 
"ESTE","ZONA 7","N0050","MISIONES","IGUAZU","LIBERTAD","SAN LUIS","351","N3374BZG","SUCURSAL","LIBERTAD","RODRIGUEZ, VICTOR","N3374ZAA","N182","71014182","9141446182","MANUAL 1381","(03757) 496013","LUN A VIE 08.00 A 13.00 / LUN A VIE 16.00 A 19.00" 
"ESTE","ZONA 7","N0052","MISIONES","MONTECARLO","MONTECARLO","CMTE ANDRES GUAYCURARI","1","N3384AFA","SUCURSAL","MONTECARLO","Aguirre,Julio Cesar","N3384ZAA","N191","71014191","9141451191","MANUAL 1382","(03751) 480806","LUN A VIE 08.00 A 13.00 / LUN A VIE 16.00 A 19.00" 
"ESTE","ZONA 7","N0054","MISIONES","OBERA","OBERA","SANTA FE","205","N3361FCE","SUCURSAL","OBERÁ","Andrada,Alberto Jose","N3361ZAA","N201","71014201","9141453201","MANUAL/AUTO 1383 - AUTO/AUTO 2532","(03755) 426401","LUN A VIE 08.00 A 13.00 / LUN A VIE 16.00 A 19.00" 
"ESTE","ZONA 7","N0056","MISIONES","CAPITAL","POSADAS","CHACRA 148","0","N3301BWA","SUCURSAL","SUCURSAL 2 POSADAS","SUCURSAL CERRADA","N3301ZAB","N229","71014229","9141456229","MANUAL 1384","(03764) 464040","LUN A VIE 08.00 A 13.00 / LUN A VIE 16.00 A 19.00" 
"ESTE","ZONA 7","N0058","MISIONES","CAPITAL","POSADAS","AV REP ORIENTAL DEL URUGUAY","3842","N3300MNZ","SUCURSAL","SUCURSAL 1 POSADAS","KUASNISKI, LEONARDO","N3300ZAB","N228","71014228","9141456228","MANUAL 1385","(03764) 424521","LUN A VIE 08.00 A 13.00 / LUN A VIE 16.00 A 19.00" 
"ESTE","ZONA 7","N0060","MISIONES","IGUAZU","PUERTO ESPERANZA","SAN JUAN","100","N3378DJB","SUCURSAL","PTO. ESPERANZA","FRIEDRICH, LILIANA RAQUEL","N3378ZAA","N212","71014212","9141432212","MANUAL 1386","(03757) 480290","LUN A VIE 08.00 A 13.00 / LUN A VIE 16.00 A 19.00" 
"ESTE","ZONA 7","N0062","MISIONES","MONTECARLO","PUERTO PIRAY","SAN LORENZO","0","N3381BNA","SUCURSAL","PUERTO PIRAY","Marsili,Hugo Fabian","N3381ZAA","N213","71014213","9141460213","MANUAL 1387","(03751) 460333","LUN A VIE 08.00 A 13.00 / LUN A VIE 16.00 A 19.00" 
"ESTE","ZONA 7","N0064","MISIONES","LIBERTADOR GRAL SAN MARTIN","PUERTO RICO","POSTA DE YATASTO","115","N3334GNC","SUCURSAL","PUERTO RICO","SOLIS, LUIS","N3334ZAA","N214","71014214","9141461214","MANUAL 1388","(03743) 421436","LUN A VIE 08.00 A 13.00 / LUN A VIE 16.00 A 19.00" 
"ESTE","ZONA 7","N0068","MISIONES","SAN IGNACIO","SAN IGNACIO","AV SAN MARTIN","500","N3322BKR","SUCURSAL","SAN IGNACIO","DUARTE SALINA, HECTOR","N3322ZAC","N221","71014221","9141464221","MANUAL 1390","(03764) 470004","LUN A VIE 08.00 A 13.00 / LUN A VIE 16.00 A 19.00" 
"ESTE","ZONA 7","N0070","MISIONES","SAN JAVIER","SAN JAVIER","GASPAR GAUPARES","691","N3357BHM","SUCURSAL","SAN JAVIER","MARQUEZ DOS SANTOS, JULIO CESAR","N3357ZAA","N222","71014222","9141465222","MANUAL 1391","(03754) 482305","LUN A VIE 08.00 A 13.00 / LUN A VIE 16.00 A 19.00" 
"ESTE","ZONA 7","N0072","MISIONES","APOSTOLES","SAN JOSE","SARMIENTO","200","N3307BRB","SUCURSAL","SAN JOSE","Rodriguez,Gerardo Anibal","N3307ZAA","N223","71014223","9141466223","MANUAL 1392","(03758) 492001","LUN A VIE 08.00 A 13.00 / LUN A VIE 16.00 A 17.00" 
"ESTE","ZONA 7","N0074","MISIONES","SAN PEDRO","SAN PEDRO","AV 25 DE MAYO","561","N3352AAF","SUCURSAL","SAN PEDRO","Fariña,Nilton Fabián","N3352ZAA","N224","71014224","9141468224","MANUAL 1393","(03751) 470028","LUN A VIE 08.00 A 13.00 / LUN A VIE 16.00 A 17.00" 
"ESTE","ZONA 7","N0078","MISIONES","SAN IGNACIO","SANTO PIPO","AV SAN MARTIN","0","N3326BAA","SUCURSAL","SANTO PIPO","Caballero,Juan Benjamín","N3322ZAB","N227","71014227","9141473227","MANUAL 1395","(03764) 490011","LUN A VIE 08.00 A 13.00 / LUN A VIE 16.00 A 17.00" 
"ESTE","ZONA 7","N0080","MISIONES","GUARANI","SAN VICENTE","DEMOCRACIA","297","N3356AYE","SUCURSAL","SAN VICENTE","DA ROSA, LUIS FERNANDO","N3356ZAB","N225","71014225","9141469225","MANUAL 1397","(03755) 460456","LUN A VIE 08.00 A 13.00 / LUN A VIE 16.00 A 19.00" 
"ESTE","ZONA 7","N1100","MISIONES","GENERAL MANUEL BELGRANO","ALMIRANTE BROWN","HOMERO JAUREGUI","0","N3385AKA","SUCURSAL","ALMIRANTE BROWN","ZAMUDIO, SERGIO","N3385ZAB","N102","71014102","9141424102","MANUAL 1400","(03757) 497202","LUN A VIE 08.00 A 13.00 / LUN A VIE 16.00 A 19.00" 
"ESTE","ZONA 7","N1180","MISIONES","CANDELARIA","SANTA ANA","HNO JOSE BRASANELLI","0","N3316AUA","SUCURSAL","SANTA ANA","Rosa,Hugo Ramon","N3316ZAA","N226","71014226","9141470226","MANUAL 1394","(03764) 497085","LUN A VIE 08.00 A 14.00 / LUN A VIE 16.00 A 18.00" 
"ESTE","ZONA 9","P0003","FORMOSA","PILCOMAYO","CLORINDA","JOSE FERNANDEZ CANCIO","1401","P3610DOI","SUCURSAL","CLORINDA","Ojeda,Alejandro Luis María","P3610ZAB","D101","71009101","9090902101","MANUAL 1440","(03718) 421165/42-6567","LUN A VIE 07.30 A 12.30 / LUN A VIE 16.00 A 19.00" 
"ESTE","ZONA 9","P0006","FORMOSA","PIRANE","EL COLORADO","CORRIENTES","100","P3603AOB","SUCURSAL","EL COLORADO","HEINZENREDER, MATIAS FERNANDO","P3603ZAA","D111","71009111","9090905111","MANUAL 1447","(03704) 480097","LUN A VIE 07.30 A 12.30 / LUN A VIE 16.00 A 19.00" 
"ESTE","ZONA 9","P0008","FORMOSA","PILAGAS","EL ESPINILLO","25 DE MAYO","0","P3615ACA","SUCURSAL","EL ESPINILLO","PARED MIGUEL ANGEL","P3615ZAA","D112","71009112","9090906112","MANUAL 1448","(03718) 480047","LUN A VIE 07.30 A 12.30 / LUN A VIE 15.00 A 18.00" 
"ESTE","ZONA 9","P0010","FORMOSA","PATIÑO","ESTANISLAO DEL CAMPO","AV 2 DE ABRIL","0","P3626AAA","SUCURSAL","ESTANISLAO DEL CAMPO","Ozuna,Juan Angel Lionel","P3626ZAA","D113","71009113","9090907113","MANUAL 1449","(03716) 493051","LUN A VIE 07.30 A 12.30 / LUN A VIE 13.00 A 16.00" 
"ESTE","ZONA 9","P0012","FORMOSA","FORMOSA","FORMOSA","AV 9 DE JULIO","920","P3600BCW","SUCURSAL","FORMOSA","RAMIREZ, FELIPE LINO","P3600ZAA","D010","71009010","9090908010","MANUAL/AUTO 1450 - AUTO/AUTO 2512","(03704) 434490/429378","LUN A VIE 07.30 A 12.30 / LUN A VIE 17.00 A 20.00" 
"ESTE","ZONA 9","P0014","FORMOSA","PATIÑO","VILLA GRAL MANUEL BELGRANO","AV PERU","0","P3616APA","SUCURSAL","GRAL. M. BELGRANO","CABALLERO ROBERTO DANIEL","P3615ZAB","D122","71009122","9090911122","MANUAL 1456","(03716) 491060","LUN A VIE 08.00 A 12.00 / LUN A VIE 16.00 A 17.00" 
"ESTE","ZONA 9","P0016","FORMOSA","LAISHI","HERRADURA","AV LIBERTADOR GRAL SAN MARTIN","0","P3601AEA","SUCURSAL","HERRADURA","PEREIRA, PABLO","P3601ZAA","D131","71009131","9090914131","MANUAL 1457","(03704) 499020","LUN A VIE 07.30 A 12.30 / LUN A VIE 13.00 A 16.00" 
"ESTE","ZONA 9","P0018","FORMOSA","PATIÑO","IBARRETA","GRAL SAN MARTIN","795","P3624BHO","SUCURSAL","IBARRETA","Gomez,Griselda Mabel","P3624ZAA","D141","71009141","9090915141","MANUAL 1495","(03716) 43-2340","LUN A VIE 08.00 A 13.00 / LUN A VIE 16.00 A 19.00" 
"ESTE","ZONA 9","P0020","FORMOSA","MATACOS","ING GUILLERMO N JUAREZ","SAN MARTIN","0","P3636ASA","SUCURSAL","ING.JUAREZ","Alzu Morales,Alejandro Favio","P3636ZAA","D142","71009142","9090916142","MANUAL 1460","(03711) 420170","LUN A VIE 07.30 A 13.00 / LUN A VIE 15.30 A 18.00" 
"ESTE","ZONA 9","P0022","FORMOSA","PILCOMAYO","LAGUNA BLANCA","B RIVADAVIA","0","P3613ABR","SUCURSAL","LAGUNA BLANCA","MALDONADO, Amado","P3613ZAA","D151","71009151","9090917151","MANUAL 1465","(03718) 470030","LUN A VIE 07.30 A 12.30 / LUN A VIE 15.00 A 18.00" 
"ESTE","ZONA 9","P0024","FORMOSA","PATIÑO","LAS LOMITAS","AV SAN MARTIN","118","P3630AIO","SUCURSAL","LAS LOMITAS","Fernandez,Daniel Ovidio","P3630ZAA","D152","71009152","9090920152","MANUAL 1467","(03715) 432139 FAX: 43-2139","LUN A VIE 07.30 A 12.30 / LUN A VIE 16.00 A 19.00" 
"ESTE","ZONA 9","P0026","FORMOSA","PIRANE","COLONIA CAMPO VILLAFAÑE","L.N. ALEM Y SAN MARTIN","","P3601XBM","SUCURSAL","M. E. VILLAFAÑE","CAMPOS, ROGER RAMÓN","P3601ZAB","D161","71009161","9090922161","MANUAL 1473","(03704) 490170","LUN A VIE 07.30 A 12.30 / LUN A VIE 13.00 A 16.00" 
"ESTE","ZONA 9","P0028","FORMOSA","LAISHI","SAN FRANCISCO DE LAISHI","AV GRAL SAN MARTIN","100","P3605ARN","SUCURSAL","SAN FRANCISCO DE LAISHI","Delsart,Rodolfo Orlando","P3605ZAA","D191","71009191","9090923191","MANUAL 1474","(03704) 496907","LUN A VIE 07.30 A 12.30 / LUN A VIE 13.00 A 16.00" 
"ESTE","ZONA 9","P0030","FORMOSA","PIRANE","PALO SANTO","AV 2 DE ABRIL","0","P3608ANA","SUCURSAL","PALO SANTO","VARGAS, ROBERTO","P3608ZAA","D171","71009171","9090925171","MANUAL 1475","(03704) 494109","LUN A VIE 08.00 A 12.00 / LUN A VIE 16.00 A 17.00" 
"ESTE","ZONA 9","P0032","FORMOSA","PIRANE","PIRANE","AV 9 DE JULIO","245","P3606AIC","SUCURSAL","PIRANE","ARANDA, Tito","P3606ZAA","D172","71009172","9090926172","MANUAL 1478","(03704) 461034","LUN A VIE 08.00 A 13.00 / LUN A VIE 16.00 A 19.00" 
"ESTE","ZONA 9","P0034","FORMOSA","PATIÑO","POZO DEL TIGRE","DR MARIANO MORENO","143","P3628AQC","SUCURSAL","POZO DEL TIGRE","Aguero,Nestor Atilio","P3628ZAA","D173","71009173","9090928173","MANUAL 1479","(03715) 493149","LUN A VIE 07.30 A 12.30 / LUN A VIE 13.00 A 16.00" 
"ESTE","ZONA 9","P0036","FORMOSA","PILCOMAYO","RIACHO HE HE","ADRIAN GOMEZ","0","P3611AKA","SUCURSAL","RIACHO HE-HE","MORENO, DIONEL ALCIDES","P3611ZAA","D181","71009181","9090929181","MANUAL 1486","(03718) 492096","LUN A VIE 07.30 A 12.30 / LUN A VIE 13.00 A 16.00" 
"ESTE","ZONA 9","P0038","FORMOSA","LAISHI","GRAL LUCIO V MANSILLA","GRAL SAN MARTIN","195","P3526ABC","SUCURSAL","GRAL.LUCIO V.MANSILLA","Fernandez,Walter Abel","P3526ZAA","D121","71009121","9090910121","MANUAL 1491","(03704) 497053","LUN A VIE 08.00 A 12.00 / LUN A VIE 16.00 A 17.00" 
"ESTE","ZONA 9","P0042","FORMOSA","PATIÑO","VILLA GENERAL GUEMES","VELEZ SARSFIELD","0","P3621BUA","SUCURSAL","VILLA GRAL. GUEMES","DENIS, ROBERTO CESAR","P3621ZAA","D202","71009202","9090937202","MANUAL 1459","(03716) 492008","LUN A VIE 07.30 A 12.30 / LUN A VIE 13.00 A 16.00" 
